Sales_ID,Order_ID,Product_ID,Sales,Quantity,Discount,Profit,Customer_ID,Order_Date,Ship_Date,Ship_Mode,Country,City,State,Postal_code,Region,Customer_Name,Segment,Category,Sub_category,Product_Name,Order_Year,Order_Month_No,Order_Month,Quarter,Day_Name,Week_Number,Processing_Days,Profit_Margin,Average_Selling_Price
1894,CA-2016-100083,OFF-PA-10000241,24.78,1,0.2,7.745,CD-11980,2016-11-24,2016-11-29,Standard Class,United States,Medford,Oregon,97504,West,Carol Darley,Consumer,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",2016,11,November,4,Thursday,47,5,31.25504439063761,24.78
1895,US-2017-108063,OFF-AR-10001446,34.65,3,0.0,10.395,AS-10090,2017-12-02,2017-12-05,First Class,United States,Charlottesville,Virginia,22901,South,Adam Shillingsburg,Consumer,Office Supplies,Art,Newell 309,2017,12,December,4,Saturday,48,3,30.0,11.549999999999999
1896,CA-2015-109197,OFF-BI-10004632,487.98,2,0.2,152.495,JO-15280,2015-12-31,2016-01-04,Standard Class,United States,Missoula,Montana,59801,West,Jas O'Carroll,Consumer,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,2015,12,December,4,Thursday,53,4,31.250256158039264,243.99
1897,CA-2017-141789,OFF-BI-10001359,1793.98,2,0.0,843.1706,AC-10450,2017-10-03,2017-10-06,First Class,United States,Minneapolis,Minnesota,55407,Central,Amy Cox,Consumer,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2017,10,October,4,Tuesday,40,3,47.0,896.99
1898,CA-2014-169775,OFF-EN-10001749,29.81,2,0.2,10.8054,RA-19945,2014-08-29,2014-09-02,Second Class,United States,Miami,Florida,33178,South,Ryan Akin,Consumer,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,2014,8,August,3,Friday,35,4,36.24756793022476,14.905
1899,CA-2014-169775,OFF-BI-10004390,505.18,4,0.7,-336.784,RA-19945,2014-08-29,2014-09-02,Second Class,United States,Miami,Florida,33178,South,Ryan Akin,Consumer,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2014,8,August,3,Friday,35,4,-66.66613880201116,126.295
1900,CA-2014-169775,FUR-TA-10001857,174.06,3,0.45,-110.7645,RA-19945,2014-08-29,2014-09-02,Second Class,United States,Miami,Florida,33178,South,Ryan Akin,Consumer,Furniture,Tables,Balt Solid Wood Rectangular Table,2014,8,August,3,Friday,35,4,-63.63581523612547,58.02
1901,CA-2016-140543,OFF-ST-10000563,191.88,6,0.0,19.188,Co-12640,2016-06-29,2016-07-03,Second Class,United States,Florence,South Carolina,29501,South,Corey-Lock,Consumer,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,2016,6,June,2,Wednesday,26,4,10.0,31.98
1902,CA-2016-151141,TEC-PH-10004924,14.78,2,0.0,3.9906,DW-13480,2016-08-20,2016-08-23,First Class,United States,Detroit,Michigan,48205,Central,Dianna Wilson,Home Office,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",2016,8,August,3,Saturday,33,3,27.0,7.39
1903,CA-2017-167094,OFF-PA-10003953,5.18,1,0.2,1.8144,DK-12835,2017-10-21,2017-10-22,First Class,United States,Springfield,Oregon,97477,West,Damala Kotsonis,Corporate,Office Supplies,Paper,Xerox 218,2017,10,October,4,Saturday,42,1,35.02702702702703,5.18
1904,CA-2017-167094,FUR-CH-10000155,478.48,2,0.2,47.848,DK-12835,2017-10-21,2017-10-22,First Class,United States,Springfield,Oregon,97477,West,Damala Kotsonis,Corporate,Furniture,Chairs,Global Comet Stacking Armless Chair,2017,10,October,4,Saturday,42,1,10.0,239.24
1905,CA-2017-167094,TEC-AC-10003116,28.4,2,0.2,6.745,DK-12835,2017-10-21,2017-10-22,First Class,United States,Springfield,Oregon,97477,West,Damala Kotsonis,Corporate,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,2017,10,October,4,Saturday,42,1,23.75,14.2
1906,CA-2017-154410,OFF-ST-10002743,909.12,8,0.0,9.0912,MD-17860,2017-10-21,2017-10-24,First Class,United States,Indianapolis,Indiana,46203,Central,Michael Dominguez,Corporate,Office Supplies,Storage,SAFCO Boltless Steel Shelving,2017,10,October,4,Saturday,42,3,1.0,113.64
1907,US-2016-150567,OFF-BI-10001757,2.95,2,0.7,-2.1648,RP-19855,2016-05-17,2016-05-21,Standard Class,United States,Apopka,Florida,32712,South,Roy Phan,Corporate,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2016,5,May,2,Tuesday,20,4,-73.38305084745762,1.475
1908,US-2016-150567,OFF-BI-10000069,27.02,6,0.7,-21.6144,RP-19855,2016-05-17,2016-05-21,Standard Class,United States,Apopka,Florida,32712,South,Roy Phan,Corporate,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",2016,5,May,2,Tuesday,20,4,-79.9940784603997,4.503333333333333
1909,CA-2015-157959,FUR-FU-10004093,136.92,4,0.0,41.076,RW-19540,2015-02-03,2015-02-04,First Class,United States,Los Angeles,California,90008,West,Rick Wilson,Corporate,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,2015,2,February,1,Tuesday,6,1,30.000000000000004,34.23
1910,CA-2017-105886,FUR-FU-10001037,18.96,2,0.0,8.532,DB-13660,2017-12-18,2017-12-23,Standard Class,United States,Oceanside,New York,11572,East,Duane Benoit,Consumer,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",2017,12,December,4,Monday,51,5,44.99999999999999,9.48
1911,CA-2016-105963,TEC-AC-10003832,99.39,3,0.0,40.7499,SC-20770,2016-11-15,2016-11-22,Standard Class,United States,Los Angeles,California,90008,West,Stewart Carmichael,Corporate,Technology,Accessories,Logitech P710e Mobile Speakerphone,2016,11,November,4,Tuesday,46,7,41.0,33.13
1912,CA-2017-121503,OFF-PA-10001878,273.9,7,0.2,92.4399,FH-14275,2017-07-03,2017-07-06,Second Class,United States,Houston,Texas,77041,Central,Frank Hawley,Corporate,Office Supplies,Paper,Xerox 1891,2017,7,July,3,Monday,27,3,33.74950711938664,39.128571428571426
1913,CA-2017-121503,TEC-MA-10003674,597.13,3,0.4,49.761,FH-14275,2017-07-03,2017-07-06,Second Class,United States,Houston,Texas,77041,Central,Frank Hawley,Corporate,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,2017,7,July,3,Monday,27,3,8.3333612446201,199.04333333333332
1914,CA-2014-103366,TEC-AC-10003628,149.95,5,0.0,65.978,EH-13990,2014-01-15,2014-01-17,First Class,United States,Roswell,Georgia,30076,South,Erica Hackney,Consumer,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,2014,1,January,1,Wednesday,3,2,44.0,29.99
1915,CA-2017-124597,OFF-LA-10003190,4.61,2,0.2,1.6704,AS-10630,2017-04-30,2017-05-05,Standard Class,United States,Boynton Beach,Florida,33437,South,Ann Steele,Home Office,Office Supplies,Labels,Avery 474,2017,4,April,2,Sunday,17,5,36.23427331887202,2.305
1916,CA-2017-124597,OFF-AR-10002280,15.53,3,0.2,4.8525,AS-10630,2017-04-30,2017-05-05,Standard Class,United States,Boynton Beach,Florida,33437,South,Ann Steele,Home Office,Office Supplies,Art,Staples in misc. colors,2017,4,April,2,Sunday,17,5,31.24597553122988,5.176666666666667
1917,CA-2017-124597,OFF-LA-10001569,11.95,3,0.2,3.8844,AS-10630,2017-04-30,2017-05-05,Standard Class,United States,Boynton Beach,Florida,33437,South,Ann Steele,Home Office,Office Supplies,Labels,Avery 499,2017,4,April,2,Sunday,17,5,32.505439330543936,3.983333333333333
1918,CA-2015-105634,OFF-AR-10001573,11.65,5,0.0,3.3785,HA-14905,2015-11-08,2015-11-14,Standard Class,United States,Franklin,Massachusetts,2038,East,Helen Abelman,Consumer,Office Supplies,Art,American Pencil,2015,11,November,4,Sunday,45,6,28.999999999999996,2.33
1919,CA-2015-123673,TEC-PH-10001809,299.9,2,0.0,74.975,CH-12070,2015-10-30,2015-11-01,Second Class,United States,Detroit,Michigan,48227,Central,Cathy Hwang,Home Office,Technology,Phones,Panasonic KX T7736-B Digital phone,2015,10,October,4,Friday,44,2,25.0,149.95
1920,US-2017-111423,OFF-BI-10003091,895.92,5,0.2,302.373,EH-13765,2017-08-17,2017-08-19,First Class,United States,Watertown,New York,13601,East,Edward Hooks,Corporate,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,2017,8,August,3,Thursday,33,2,33.75,179.184
1921,US-2017-111423,FUR-CH-10003981,462.56,2,0.1,97.6524,EH-13765,2017-08-17,2017-08-19,First Class,United States,Watertown,New York,13601,East,Edward Hooks,Corporate,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,2017,8,August,3,Thursday,33,2,21.11129367001038,231.28
1922,CA-2015-125178,OFF-ST-10002562,15.01,2,0.2,1.5008,MZ-17515,2015-10-03,2015-10-09,Standard Class,United States,Reading,Pennsylvania,19601,East,Mary Zewe,Corporate,Office Supplies,Storage,Staple magnet,2015,10,October,4,Saturday,40,6,9.998667554963356,7.505
1923,CA-2016-156685,TEC-PH-10004345,863.64,9,0.2,107.955,SC-20230,2016-07-08,2016-07-10,Second Class,United States,Arlington,Texas,76017,Central,Scot Coram,Corporate,Technology,Phones,Cisco SPA 502G IP Phone,2016,7,July,3,Friday,27,2,12.5,95.96
1924,CA-2016-156685,OFF-AR-10000588,47.62,3,0.2,3.5712,SC-20230,2016-07-08,2016-07-10,Second Class,United States,Arlington,Texas,76017,Central,Scot Coram,Corporate,Office Supplies,Art,Newell 345,2016,7,July,3,Friday,27,2,7.499370012599749,15.873333333333333
1925,CA-2017-126865,OFF-PA-10003039,92.94,3,0.0,41.823,NP-18325,2017-12-05,2017-12-07,Second Class,United States,San Diego,California,92024,West,Naresj Patel,Consumer,Office Supplies,Paper,Xerox 1960,2017,12,December,4,Tuesday,49,2,45.0,30.98
1926,CA-2017-102834,TEC-AC-10001908,199.98,2,0.0,69.993,LW-16990,2017-03-09,2017-03-13,Standard Class,United States,San Francisco,California,94110,West,Lindsay Williams,Corporate,Technology,Accessories,Logitech Wireless Headset h800,2017,3,March,1,Thursday,10,4,35.0,99.99
1927,US-2016-139710,TEC-PH-10001198,177.48,3,0.2,19.9665,GM-14680,2016-06-09,2016-06-15,Standard Class,United States,Los Angeles,California,90045,West,Greg Matthias,Consumer,Technology,Phones,Avaya 4621SW VoIP phone,2016,6,June,2,Thursday,23,6,11.25,59.16
1928,CA-2017-121538,OFF-PA-10004071,88.77,2,0.2,31.0688,RH-19495,2017-11-28,2017-12-01,First Class,United States,Denver,Colorado,80219,West,Rick Hansen,Consumer,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",2017,11,November,4,Tuesday,48,3,34.9992114453081,44.385
1929,US-2017-101539,OFF-PA-10001972,6.48,1,0.0,3.1104,VM-21685,2017-03-16,2017-03-18,Second Class,United States,Seattle,Washington,98105,West,Valerie Mitchum,Home Office,Office Supplies,Paper,Xerox 214,2017,3,March,1,Thursday,11,2,47.99999999999999,6.48
1930,US-2017-101539,OFF-ST-10004180,46.51,1,0.0,1.8604,VM-21685,2017-03-16,2017-03-18,Second Class,United States,Seattle,Washington,98105,West,Valerie Mitchum,Home Office,Office Supplies,Storage,Safco Commercial Shelving,2017,3,March,1,Thursday,11,2,4.0,46.51
1931,US-2017-101539,TEC-PH-10004165,659.98,3,0.2,49.4982,VM-21685,2017-03-16,2017-03-18,Second Class,United States,Seattle,Washington,98105,West,Valerie Mitchum,Home Office,Technology,Phones,Mitel MiVoice 5330e IP Phone,2017,3,March,1,Thursday,11,2,7.499954544077092,219.99333333333334
1932,CA-2016-152121,TEC-PH-10002483,271.99,1,0.2,23.7993,CC-12670,2016-11-27,2016-11-29,Second Class,United States,Scottsdale,Arizona,85254,West,Craig Carreira,Consumer,Technology,Phones,Motorola Moto X,2016,11,November,4,Sunday,47,2,8.750064340600757,271.99
1933,CA-2017-161200,FUR-BO-10000468,145.74,3,0.0,23.3184,SV-20365,2017-08-06,2017-08-10,Second Class,United States,Lafayette,Louisiana,70506,South,Seth Vernon,Consumer,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,2017,8,August,3,Sunday,31,4,16.0,48.580000000000005
1934,CA-2017-161200,FUR-FU-10001706,15.4,5,0.0,7.392,SV-20365,2017-08-06,2017-08-10,Second Class,United States,Lafayette,Louisiana,70506,South,Seth Vernon,Consumer,Furniture,Furnishings,Longer-Life Soft White Bulbs,2017,8,August,3,Sunday,31,4,48.00000000000001,3.08
1935,CA-2017-101245,OFF-PA-10003129,244.55,5,0.0,114.9385,LW-16990,2017-11-27,2017-12-03,Standard Class,United States,San Francisco,California,94109,West,Lindsay Williams,Corporate,Office Supplies,Paper,Tops White Computer Printout Paper,2017,11,November,4,Monday,48,6,47.0,48.910000000000004
1936,CA-2017-101245,TEC-AC-10001284,166.16,8,0.0,59.8176,LW-16990,2017-11-27,2017-12-03,Standard Class,United States,San Francisco,California,94109,West,Lindsay Williams,Corporate,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,2017,11,November,4,Monday,48,6,36.0,20.77
1937,CA-2015-141768,FUR-FU-10002268,14.73,3,0.0,4.8609,NP-18685,2015-05-25,2015-05-27,Second Class,United States,San Francisco,California,94109,West,Nora Pelletier,Home Office,Furniture,Furnishings,Ultra Door Push Plate,2015,5,May,2,Monday,22,2,33.0,4.91
1938,CA-2016-112109,OFF-BI-10002082,19.97,2,0.7,-13.312,JE-15715,2016-07-08,2016-07-12,Standard Class,United States,Broomfield,Colorado,80020,West,Joe Elijah,Consumer,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,2016,7,July,3,Friday,27,4,-66.65998998497746,9.985
1939,CA-2016-112109,OFF-ST-10001505,33.49,7,0.2,-1.2558,JE-15715,2016-07-08,2016-07-12,Standard Class,United States,Broomfield,Colorado,80020,West,Joe Elijah,Consumer,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",2016,7,July,3,Friday,27,4,-3.749776052553001,4.784285714285715
1940,CA-2016-112109,OFF-BI-10001634,8.74,4,0.7,-6.1152,JE-15715,2016-07-08,2016-07-12,Standard Class,United States,Broomfield,Colorado,80020,West,Joe Elijah,Consumer,Office Supplies,Binders,Wilson Jones Active Use Binders,2016,7,July,3,Friday,27,4,-69.96796338672769,2.185
1941,CA-2016-112109,FUR-CH-10004287,662.88,3,0.2,74.574,JE-15715,2016-07-08,2016-07-12,Standard Class,United States,Broomfield,Colorado,80020,West,Joe Elijah,Consumer,Furniture,Chairs,SAFCO Arco Folding Chair,2016,7,July,3,Friday,27,4,11.25,220.96
1942,CA-2017-144064,OFF-LA-10004544,47.36,4,0.2,17.76,CP-12085,2017-08-29,2017-09-01,First Class,United States,Quincy,Illinois,62301,Central,Cathy Prescott,Corporate,Office Supplies,Labels,Avery 505,2017,8,August,3,Tuesday,35,3,37.50000000000001,11.84
1943,CA-2017-144064,OFF-ST-10004507,27.44,2,0.2,2.401,CP-12085,2017-08-29,2017-09-01,First Class,United States,Quincy,Illinois,62301,Central,Cathy Prescott,Corporate,Office Supplies,Storage,Advantus Rolling Storage Box,2017,8,August,3,Tuesday,35,3,8.75,13.72
1944,CA-2017-144064,OFF-BI-10002012,3.24,9,0.8,-5.184,CP-12085,2017-08-29,2017-09-01,First Class,United States,Quincy,Illinois,62301,Central,Cathy Prescott,Corporate,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,2017,8,August,3,Tuesday,35,3,-160.0,0.36000000000000004
1945,CA-2016-108581,TEC-AC-10001109,95.97,4,0.2,26.3912,EA-14035,2016-06-20,2016-06-26,Standard Class,United States,Carrollton,Texas,75007,Central,Erin Ashbrook,Corporate,Technology,Accessories,Logitech Trackman Marble Mouse,2016,6,June,2,Monday,25,6,27.49942690424091,23.9925
1946,CA-2016-108581,OFF-PA-10000809,10.37,2,0.2,3.6288,EA-14035,2016-06-20,2016-06-26,Standard Class,United States,Carrollton,Texas,75007,Central,Erin Ashbrook,Corporate,Office Supplies,Paper,Xerox 206,2016,6,June,2,Monday,25,6,34.993249758919966,5.185
1947,CA-2017-157987,OFF-AR-10000658,23.1,2,0.0,6.468,AC-10615,2017-09-02,2017-09-06,Standard Class,United States,New York City,New York,10009,East,Ann Chong,Corporate,Office Supplies,Art,Newell 324,2017,9,September,3,Saturday,35,4,27.999999999999996,11.55
1948,CA-2017-157987,FUR-FU-10001196,11.54,2,0.0,3.462,AC-10615,2017-09-02,2017-09-06,Standard Class,United States,New York City,New York,10009,East,Ann Chong,Corporate,Furniture,Furnishings,DAX Cubicle Frames - 8x10,2017,9,September,3,Saturday,35,4,30.000000000000004,5.77
1949,CA-2017-157987,FUR-TA-10001889,254.53,1,0.4,-93.3262,AC-10615,2017-09-02,2017-09-06,Standard Class,United States,New York City,New York,10009,East,Ann Chong,Corporate,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,2017,9,September,3,Saturday,35,4,-36.666090441205355,254.53
1950,CA-2017-157987,OFF-AP-10000358,12.98,1,0.0,3.7642,AC-10615,2017-09-02,2017-09-06,Standard Class,United States,New York City,New York,10009,East,Ann Chong,Corporate,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,2017,9,September,3,Saturday,35,4,28.999999999999996,12.98
1951,CA-2017-157987,OFF-BI-10004970,26.43,8,0.2,8.9208,AC-10615,2017-09-02,2017-09-06,Standard Class,United States,New York City,New York,10009,East,Ann Chong,Corporate,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",2017,9,September,3,Saturday,35,4,33.752553916004544,3.30375
1952,CA-2017-157987,TEC-PH-10003885,197.97,3,0.0,57.4113,AC-10615,2017-09-02,2017-09-06,Standard Class,United States,New York City,New York,10009,East,Ann Chong,Corporate,Technology,Phones,Cisco SPA508G,2017,9,September,3,Saturday,35,4,28.999999999999996,65.99
1953,CA-2017-157987,OFF-LA-10001641,18.9,6,0.0,9.072,AC-10615,2017-09-02,2017-09-06,Standard Class,United States,New York City,New York,10009,East,Ann Chong,Corporate,Office Supplies,Labels,Avery 518,2017,9,September,3,Saturday,35,4,48.0,3.15
1954,CA-2017-157987,FUR-CH-10003379,1282.41,5,0.1,213.735,AC-10615,2017-09-02,2017-09-06,Standard Class,United States,New York City,New York,10009,East,Ann Chong,Corporate,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,2017,9,September,3,Saturday,35,4,16.666666666666664,256.482
1955,CA-2017-157987,OFF-AR-10004582,4.92,3,0.0,2.214,AC-10615,2017-09-02,2017-09-06,Standard Class,United States,New York City,New York,10009,East,Ann Chong,Corporate,Office Supplies,Art,BIC Brite Liner Grip Highlighters,2017,9,September,3,Saturday,35,4,45.0,1.64
1956,CA-2017-157987,TEC-AC-10002842,238.0,2,0.0,38.08,AC-10615,2017-09-02,2017-09-06,Standard Class,United States,New York City,New York,10009,East,Ann Chong,Corporate,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,2017,9,September,3,Saturday,35,4,16.0,119.0
1957,CA-2017-157987,TEC-AC-10000109,167.97,3,0.0,40.3128,AC-10615,2017-09-02,2017-09-06,Standard Class,United States,New York City,New York,10009,East,Ann Chong,Corporate,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,2017,9,September,3,Saturday,35,4,24.000000000000004,55.99
1958,CA-2017-157987,OFF-PA-10003893,17.12,4,0.0,7.704,AC-10615,2017-09-02,2017-09-06,Standard Class,United States,New York City,New York,10009,East,Ann Chong,Corporate,Office Supplies,Paper,Xerox 1962,2017,9,September,3,Saturday,35,4,44.99999999999999,4.28
1959,CA-2017-110905,OFF-BI-10003669,16.2,3,0.0,7.776,RW-19690,2017-09-10,2017-09-15,Second Class,United States,Springfield,Missouri,65807,Central,Robert Waldorf,Consumer,Office Supplies,Binders,3M Organizer Strips,2017,9,September,3,Sunday,36,5,48.0,5.3999999999999995
1960,CA-2017-110905,OFF-AP-10004785,33.99,3,0.0,14.6157,RW-19690,2017-09-10,2017-09-15,Second Class,United States,Springfield,Missouri,65807,Central,Robert Waldorf,Consumer,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",2017,9,September,3,Sunday,36,5,43.0,11.33
1961,CA-2017-110905,TEC-AC-10003023,296.85,5,0.0,53.433,RW-19690,2017-09-10,2017-09-15,Second Class,United States,Springfield,Missouri,65807,Central,Robert Waldorf,Consumer,Technology,Accessories,Logitech G105 Gaming Keyboard,2017,9,September,3,Sunday,36,5,18.0,59.370000000000005
1962,CA-2017-110905,TEC-AC-10002217,112.8,6,0.0,6.768,RW-19690,2017-09-10,2017-09-15,Second Class,United States,Springfield,Missouri,65807,Central,Robert Waldorf,Consumer,Technology,Accessories,Imation Clip USB flash drive - 8 GB,2017,9,September,3,Sunday,36,5,6.0,18.8
1963,CA-2017-110905,OFF-BI-10002954,13.71,3,0.0,6.5808,RW-19690,2017-09-10,2017-09-15,Second Class,United States,Springfield,Missouri,65807,Central,Robert Waldorf,Consumer,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2017,9,September,3,Sunday,36,5,48.0,4.57
1964,CA-2017-110905,OFF-PA-10002586,24.9,5,0.0,11.703,RW-19690,2017-09-10,2017-09-15,Second Class,United States,Springfield,Missouri,65807,Central,Robert Waldorf,Consumer,Office Supplies,Paper,Xerox 1970,2017,9,September,3,Sunday,36,5,47.0,4.9799999999999995
1965,CA-2017-110905,OFF-ST-10000025,286.29,3,0.0,17.1774,RW-19690,2017-09-10,2017-09-15,Second Class,United States,Springfield,Missouri,65807,Central,Robert Waldorf,Consumer,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,2017,9,September,3,Sunday,36,5,5.999999999999999,95.43
1966,CA-2017-110905,OFF-AP-10003281,24.18,2,0.0,7.254,RW-19690,2017-09-10,2017-09-15,Second Class,United States,Springfield,Missouri,65807,Central,Robert Waldorf,Consumer,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,2017,9,September,3,Sunday,36,5,30.0,12.09
1967,CA-2017-165841,TEC-PH-10002103,281.97,3,0.0,78.9516,DB-13210,2017-12-21,2017-12-28,Standard Class,United States,Paterson,New Jersey,7501,East,Dean Braden,Consumer,Technology,Phones,Jabra SPEAK 410,2017,12,December,4,Thursday,51,7,27.999999999999996,93.99000000000001
1968,CA-2017-165841,OFF-SU-10000898,69.5,5,0.0,20.155,DB-13210,2017-12-21,2017-12-28,Standard Class,United States,Paterson,New Jersey,7501,East,Dean Braden,Consumer,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",2017,12,December,4,Thursday,51,7,29.000000000000004,13.9
1969,CA-2017-165841,OFF-PA-10001144,166.44,3,0.0,79.8912,DB-13210,2017-12-21,2017-12-28,Standard Class,United States,Paterson,New Jersey,7501,East,Dean Braden,Consumer,Office Supplies,Paper,Xerox 1913,2017,12,December,4,Thursday,51,7,48.0,55.48
1970,CA-2017-117485,TEC-AC-10004659,291.96,4,0.0,102.186,BD-11320,2017-09-23,2017-09-29,Standard Class,United States,Tulsa,Oklahoma,74133,Central,Bill Donatelli,Consumer,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,2017,9,September,3,Saturday,38,6,35.0,72.99
1971,CA-2017-140242,OFF-AR-10004752,6.41,3,0.2,0.6408,ML-17755,2017-05-06,2017-05-11,Standard Class,United States,Chicago,Illinois,60623,Central,Max Ludwig,Home Office,Office Supplies,Art,Blackstonian Pencils,2017,5,May,2,Saturday,18,5,9.996879875195008,2.1366666666666667
1972,CA-2017-140242,TEC-AC-10004659,408.74,7,0.2,76.6395,ML-17755,2017-05-06,2017-05-11,Standard Class,United States,Chicago,Illinois,60623,Central,Max Ludwig,Home Office,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,2017,5,May,2,Saturday,18,5,18.7501834907276,58.39142857142857
1973,CA-2014-148950,OFF-BI-10001249,5.1,4,0.8,-8.6768,JD-16015,2014-12-14,2014-12-19,Standard Class,United States,Chicago,Illinois,60610,Central,Joy Daniels,Consumer,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,2014,12,December,4,Sunday,50,5,-170.13333333333333,1.275
1974,CA-2014-148950,OFF-FA-10003059,2.9,2,0.2,0.4706,JD-16015,2014-12-14,2014-12-19,Standard Class,United States,Chicago,Illinois,60610,Central,Joy Daniels,Consumer,Office Supplies,Fasteners,Assorted Color Push Pins,2014,12,December,4,Sunday,50,5,16.227586206896554,1.45
1975,CA-2014-148950,TEC-AC-10002718,35.02,3,0.2,-2.1885,JD-16015,2014-12-14,2014-12-19,Standard Class,United States,Chicago,Illinois,60610,Central,Joy Daniels,Consumer,Technology,Accessories,Belkin Standard 104 key USB Keyboard,2014,12,December,4,Sunday,50,5,-6.249286122215876,11.673333333333334
1976,CA-2014-110408,OFF-ST-10001522,275.97,3,0.0,11.0388,AS-10225,2014-10-18,2014-10-20,Second Class,United States,Montgomery,Alabama,36116,South,Alan Schoenberger,Corporate,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",2014,10,October,4,Saturday,42,2,3.9999999999999996,91.99000000000001
1977,CA-2014-110408,TEC-PH-10002352,1394.95,5,0.0,362.687,AS-10225,2014-10-18,2014-10-20,Second Class,United States,Montgomery,Alabama,36116,South,Alan Schoenberger,Corporate,Technology,Phones,Avaya IP Phone 1140E VoIP phone,2014,10,October,4,Saturday,42,2,26.0,278.99
1978,CA-2014-110408,FUR-CH-10003774,545.88,6,0.0,70.9644,AS-10225,2014-10-18,2014-10-20,Second Class,United States,Montgomery,Alabama,36116,South,Alan Schoenberger,Corporate,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",2014,10,October,4,Saturday,42,2,13.0,90.98
1979,CA-2015-109939,OFF-AR-10000127,5.25,2,0.2,0.5904,AA-10375,2015-05-08,2015-05-12,Standard Class,United States,Salem,Oregon,97301,West,Allen Armold,Consumer,Office Supplies,Art,Newell 321,2015,5,May,2,Friday,19,4,11.245714285714287,2.625
1980,CA-2016-112669,FUR-CH-10004086,933.54,4,0.2,105.0228,KT-16465,2016-04-14,2016-04-14,Same Day,United States,Glendale,Arizona,85301,West,Kean Takahito,Consumer,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2016,4,April,2,Thursday,15,0,11.249951796387943,233.385
1981,CA-2016-112669,OFF-ST-10001228,42.98,4,0.2,4.2976,KT-16465,2016-04-14,2016-04-14,Same Day,United States,Glendale,Arizona,85301,West,Kean Takahito,Consumer,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,2016,4,April,2,Thursday,15,0,9.999069334574221,10.745
1982,CA-2015-119592,OFF-BI-10004187,3.76,2,0.0,1.8048,MM-18280,2015-12-14,2015-12-16,Second Class,United States,Columbus,Georgia,31907,South,Muhammed MacIntyre,Corporate,Office Supplies,Binders,3-ring staple pack,2015,12,December,4,Monday,51,2,48.00000000000001,1.88
1983,CA-2014-122749,TEC-PH-10003811,479.96,4,0.0,134.3888,NG-18430,2014-12-03,2014-12-09,Standard Class,United States,Oklahoma City,Oklahoma,73120,Central,Nathan Gelder,Consumer,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,2014,12,December,4,Wednesday,49,6,28.000000000000004,119.99
